年度,省份,学校,录取批次,文/理（选科要求）,专业,录取最低分,省内排名,本一线（本科线）,本二线
2021,北京,北京金融科技学院,本科批,不限,金融学（69800元）（均设有国内方向（四年毕业后获得国内本科文凭）及国外本硕联合培养方向，学生进校后自主选择）,375,38837,400,本二
2021,北京,北京金融科技学院,本科批,不限,审计学（69800元）（均设有国内方向（四年毕业后获得国内本科文凭）及国外本硕联合培养方向，学生进校后自主选择）,370,38837,400,本二
2021,北京,北京金融科技学院,本科批,物理必选,大数据管理与应用（69800元）（均设有国内方向（四年毕业后获得国内本科文凭）及国外本硕联合培养方向，学生进校后自主选择）,370,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,工业设计（46600元）,399,36817,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,应用心理学（46600元）,395,37150,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,国际经济与贸易（46600元）,390,37541,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,建筑学（46600元）,388,38222,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,市场营销,385,38222,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,社会工作（46600元）,380,38222,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,电子信息类（46600元，含电子信息工程、通信工程）,380,38222,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,金融工程（46600元）,379,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,机械设计制造及其自动化（机器人）（46600元）,379,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,汉语国际教育（46600元）,377,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,数字媒体技术（46600元）,377,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,工程管理（46600元）,375,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,不限,财务管理（46600元）,370,38837,400,本二
2021,北京,北京工业大学耿丹学院,本科批,物理必选,计算机类（46600元，含计算机科学与技术、物联网工程）,370,38837,400,本二
2021,北京,北京邮电大学世纪学院,本科批,不限,财务管理（国际注册会计师）（34000元）,429,33970,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,物联网工程（39000元）,425,34405,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,自动化（32000元）,420,34939,400,本二
2021,北京,北京邮电大学世纪学院,本科批,不限,电子商务（30000元）,417,35220,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,数字媒体技术（36000元）,409,35981,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,计算机科学与技术（32000元）,401,36658,400,本二
2021,北京,北京邮电大学世纪学院,本科批,不限,物流工程（32000元）,400,36736,400,本二
2021,北京,北京邮电大学世纪学院,本科批,不限,传播学（30000元）,398,36925,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,软件工程（39000元）,395,37150,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,机械电子工程（32000元）,390,37541,400,本二
2021,北京,北京邮电大学世纪学院,本科批,不限,财务管理（34000元）,389,38222,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,通信工程（36000元）,388,38222,400,本二
2021,北京,北京邮电大学世纪学院,本科批,物理必选,电气工程及其自动化,471,38122,400,本二
2021,北京,电子科技大学成都学院,本科批,物理必选,计算机科学与技术,461,40033,400,本二
2021,北京,电子科技大学成都学院,本科批,不限,电子商务,470,38311,400,本二
2021,北京,电子科技大学成都学院,本科批,物理必选,飞行器动力工程,459,40396,400,本二
2021,北京,南京警察学院,本科提前批,思想政治必选,侦查学（面向海关缉私部门就业）,549,18067,400,本二
2021,北京,南京警察学院,本科提前批,思想政治必选,治安学（面向地方公安机关就业）,470,32599,400,本二
2021,北京,南京警察学院,本科批,不限,特殊教育（师范）,509,29693,400,本二
2021,北京,山东中医药大学,本科批,物理、生物(2科必选),眼视光医学（五年制）,571,15983,400,本二
2021,北京,山东中医药大学,本科批,物/化/生(3选1),针灸推拿学（五年制）,556,19092,400,本二
2021,北京,山东中医药大学,本科批,物/化/生(3选1),中西医临床医学（五年制）,552,19994,400,本二
2021,北京,山东中医药大学,本科批,物/化/生(3选1),中医学（五年制）,560,18235,400,本二
2021,北京,山东中医药大学,本科批,物/化/生(3选1),眼视光学,553,19750,400,本二
2021,北京,郑州工商学院,本科批,不限,会计学,467,38876,400,本二
2021,北京,郑州工商学院,本科批,不限,财务管理,463,39630,400,本二
2021,北京,郑州工商学院,专科批,,药品经营与管理,267,33998,400,本二
2021,北京,郑州工商学院,专科批,,临床医学,252,34066,400,本二
2021,北京,郑州工商学院,专科批,,助产,251,34066,400,本二
2021,北京,武昌理工学院,本科批,物理必选,软件工程（科大讯飞精英班）,471,38122,400,本二
2021,北京,武昌理工学院,本科批,物理必选,智能科学与技术（科大讯飞精英班）,467,38876,400,本二
2021,北京,湖北医药学院药护学院,本科批,化学、生物(2科必选),麻醉学,414,35504,400,本二
2021,北京,湖北医药学院药护学院,本科批,化学、生物(2科必选),临床医学,413,35595,400,本二
2021,北京,保定理工学院,本科批,不限,小学教育（学费待定）（学费以河北省发改委批复为准）,432,33650,400,本二
2021,北京,保定理工学院,本科批,物/化/地(3选1),地质学（学费待定）（学费以河北省发改委批复为准）,431,33758,400,本二
2021,北京,武汉城市学院,本科批,不限,护理学（22800元）,431,33758,400,本二
2021,北京,武汉城市学院,本科批,物理必选,土木工程（21800元）,424,34535,400,本二
2021,北京,洛阳理工学院,本科批,不限,汉语言文学（专业办学地点开元校区）,448,31767,400,本二
2021,北京,洛阳理工学院,本科批,化学必选,无机非金属材料工程（专业办学地点王城校区）,443,32412,400,本二
2021,北京,洛阳理工学院,专科批,不限,食品检测技术（食品分析与检测）,137,6255,400,本二
2021,北京,安徽中医药大学,本科批,物/化/生(3选1),中西医临床医学（五年制）,559,18460,400,本二
2021,北京,安徽中医药大学,本科批,物/化/生(3选1),中医学（五年制）,563,17617,400,本二
2021,北京,安徽中医药大学,本科批,不限,护理学,531,24629,400,本二
2021,北京,山东航空学院,本科批,不限,财务管理,460,32627,400,本二
2021,北京,山东航空学院,本科批,物理/化学(2选1),交通运输（空管与签派）（男）,457,33085,400,本二
2021,北京,集美大学诚毅学院,本科批,不限,金融学（18000元）,425,34405,400,本二
2021,北京,集美大学诚毅学院,本科批,不限,金融工程（18500元）,424,34535,400,本二
2021,北京,集美大学诚毅学院,本科批,不限,学前教育（师范）,419,35029,400,本二
2021,北京,宁波诺丁汉大学,本科批,物理必选,计算机科学与技术（中外合作办学）（100000元，外语单科成绩不低于115分，含2个专业方向计算机科学、计算机科学与人工智能）（中外合作办学）,600,8015,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,财务管理（中外合作办学）（100000元，外语单科成绩不低于115分）（中外合作办学）,592,9188,400,本二
2021,北京,宁波诺丁汉大学,本科批,物理必选,数学与应用数学（中外合作办学）（100000元，外语单科成绩不低于115分）（中外合作办学）,592,9188,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,传播学（中外合作办学）（100000元，外语单科成绩不低于115分）（中外合作办学）,591,9357,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,英语（中外合作办学）（100000元，只招英语考生，英语单科成绩不低于120分，含2个专业方向英语与应用语言学、英语研究与国际商务）（中外合作办学）,590,9507,400,本二
2021,北京,宁波诺丁汉大学,本科批,物理必选,计算机科学与技术（中外合作办学）（2加2）（100000元，外语单科成绩不低于115分，含2个专业方向计算机科学、计算机科学与人工智能，后两年在英国诺丁汉大学就读，学费另计）（中外合作办学）,577,11480,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,英语（中外合作办学）（2加2）（100000元，只招英语考生，英语单科成绩不低于120分，含2个专业方向英语与应用语言学、英语语言文学，后两年在英国诺丁汉大学就读，学费另计）（中外合作办学）,577,11480,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,经济学（中外合作办学）（100000元，外语单科成绩不低于115分）（中外合作办学）,577,11480,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,国际事务与国际关系（中外合作办学）（100000元，外语单科成绩不低于115分，含2个专业方向国际学、国际学与法语/德语/西班牙语/日语/汉语）（中外合作办学）,573,12147,400,本二
2021,北京,宁波诺丁汉大学,本科批,不限,国际商务（中外合作办学）（100000元，外语单科成绩不低于115分，含4个专业方向国际商务管理，国际商务与国际传播学，国际商务与法语/德语/西班牙语/日语/汉语，国际商务经济学）（中外合作办学）,567,13092,400,本二
2021,北京,宁波诺丁汉大学,本科批,物/化/地(3选1),建筑学（中外合作办学）（100000元，外语单科成绩不低于115分）（中外合作办学）,565,13403,400,本二
2021,北京,宁波诺丁汉大学,本科批,物理必选,电气类（中外合作办学）（100000元，含建筑环境与能源应用工程（中外合作办学）、土木工程（中外合作办学）、电气工程及其自动化（中外合作办学）、材料成型及控制工程（中外合作办学）、航空航天工程（中外合作办学）、工业设计（中外合作办学）。外语单科成绩不低于115分）（中外合作办学）,550,15922,400,本二
2021,北京,宁波诺丁汉大学,本科批,物理必选,电气类（中外合作办学）（2加2）（100000元，含土木工程（中外合作办学）（2加2）、建筑环境与能源应用工程（中外合作办学）（2加2）、电气工程及其自动化（中外合作办学）（2加2）、工业设计（中外合作办学）（2加2）、材料成型及控制工程（中外合作办学）（2加2）、航空航天工程（中外合作办学）（2加2）。外语单科成绩不低于115分。后两年在英国诺丁汉大学就读，学费另计）（中外合作办学）,543,17073,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),临床医学（五年制）,669,1127,400,本二
2021,北京,北京大学医学部,本科批,不限,英语（医学英语）（五年制）,669,1127,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),药学（本硕连读）（六年制）,665,1419,400,本二
2021,北京,北京大学医学部,本科批,不限,护理学,637,4325,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),口腔医学（五年制）,669,1127,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),口腔医学（本博连读）（八年制）,680,554,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),临床医学（本博连读）（八年制）,672,940,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),医学技术类,663,1581,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),预防医学（本硕连读）（七年制）,662,1662,400,本二
2021,北京,北京大学医学部,本科批,物理、化学(2科必选),基础医学（本博连读）（八年制）,666,1337,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,计算机类,606,7851,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,自动化类,605,7981,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,计算机科学与技术（中外合作办学）,604,8125,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,通信工程（中外合作办学）,603,8264,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,数学类,600,8671,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,电子信息类,598,8957,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,机械类,597,9101,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,仪器类（智能光电感知）,596,9260,400,本二
2021,北京,东北大学秦皇岛分校,本科批,物理必选,材料类,596,9260,400,本二
2021,北京,东北大学秦皇岛分校,本科批,不限,经济学类,583,11244,400,本二
2021,北京,东北大学秦皇岛分校,本科批,不限,外国语言文学类,580,11702,400,本二
2021,北京,东北大学秦皇岛分校,本科批,不限,工商管理类,579,11843,400,本二
2021,北京,山东大学（威海）,本科批,物理必选,电子信息类,633,4881,400,本二
2021,北京,山东大学（威海）,本科批,不限,经济学类,629,5457,400,本二
2021,北京,济宁医学院,本科批,物/化/生(3选1),口腔医学（五年制）,570,16195,400,本二
2021,北京,济宁医学院,本科批,化学、生物(2科必选),精神医学（五年制）,534,23954,400,本二
2021,北京,济宁医学院,本科批,化学、生物(2科必选),医学影像学（五年制）,535,23726,400,本二
2021,北京,济宁医学院,本科批,化学、生物(2科必选),临床医学（五年制）,535,23726,400,本二
2021,北京,长沙医学院,本科批,物/化/生(3选1),口腔医学（五年制）（33235元）,441,32640,400,本二
2021,北京,长沙医学院,本科批,物/化/生(3选1),中医学（五年制）（33235元）,439,32877,400,本二
2021,北京,长沙医学院,本科批,化学、生物(2科必选),医学影像学（五年制）（33235元）,422,34729,400,本二
2021,北京,长沙医学院,本科批,化学、生物(2科必选),临床医学（五年制）（33235元）,419,35029,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,会展经济与管理,459,40396,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,财务管理,449,42189,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,会计学,450,41981,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,西班牙语,449,42189,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,朝鲜语,463,39630,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,英语,458,40577,400,本二
2021,北京,辽宁对外经贸学院,本科批,不限,国际经济与贸易,448,42347,400,本二
2021,北京,北京理工大学珠海学院,本科批,不限,金融工程,461,32455,400,本二
2021,北京,北京理工大学珠海学院,本科批,物理必选,电气工程及其自动化,458,32930,400,本二
2021,北京,北京理工大学珠海学院,本科批,不限,国际经济与贸易,455,33395,400,本二
2021,北京,大连理工大学城市学院,本科批,物理必选,自动化（25000元）（办学地点主校区）,410,35892,400,本二
2021,北京,大连理工大学城市学院,本科批,物理必选,软件工程（25000元）（办学地点主校区）,398,36925,400,本二
2021,北京,陆军工程大学,本科批,物理必选,通信工程（全国人防通信领域工程师）（只招英语考生）,515,21793,400,本二
2021,北京,陆军工程大学,本科批,物理必选,建筑环境与能源应用工程（全国人防通风空调与给排水工程师）（只招英语考生）,497,24662,400,本二
2021,北京,陆军工程大学,本科批,物理必选,工程管理（全国人防建筑施工组织管理与监理工程师）（只招英语考生）,486,26406,400,本二
2021,北京,陆军工程大学,本科批,物理必选,网络工程（全国人防指挥自动化技术工程师）（只招英语考生）,484,26705,400,本二
2021,北京,陆军工程大学,本科批,物理必选,土木工程（全国人防工程建筑结构设计与施工工程师）（只招英语考生）,476,27904,400,本二
2021,北京,陆军工程大学,本科批,物理必选,建筑学（全国人防工程建筑设计工程师）（五年制）（只招英语考生）,475,28048,400,本二
2021,北京,陆军工程大学,本科批,物理必选,光电信息科学与工程,468,38695,400,本二
2021,北京,陆军工程大学,本科批,不限,国际商务（32000元）（建议高考外语单科成绩不低于105分）,382,38222,400,本二
2021,北京,三亚学院,本科批,不限,金融科技（跨境投融资）,432,36529,400,本二
2021,北京,三亚学院,本科批,不限,金融科技,431,36664,400,本二
2021,北京,西交利物浦大学,本科批,物理/化学(2选1),化学类（中外合作办学）（88000元，含应用化学（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,625,4759,400,本二
2021,北京,西交利物浦大学,本科批,物/化/生(3选1),生物科学类（中外合作办学）（88000元，含生物科学（中外合作办学）、生物信息学（中外合作办学）、环境科学（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,594,8884,400,本二
2021,北京,西交利物浦大学,本科批,物/地/史(3选1),建筑类（中外合作办学）（88000元，含建筑学（中外合作办学）、城乡规划（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,581,10852,400,本二
2021,北京,西交利物浦大学,本科批,不限,外国语言文学类（中外合作办学）（88000元，只招英语考生，含英语（中外合作办学）、汉语国际教育（中外合作办学）、传播学（中外合作办学）、数字媒体艺术（中外合作办学）、广播电视学（中外合作办学）、影视摄影与制作（中外合作办学）、艺术与科技（中外合作办学）、国际事务与国际关系（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,572,12316,400,本二
2021,北京,西交利物浦大学,本科批,物理必选,数学类（中外合作办学）（88000元，含数学与应用数学（中外合作办学）、数据科学与大数据技术（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,571,12454,400,本二
2021,北京,西交利物浦大学,本科批,不限,金融学类（中外合作办学）（88000元，含经济学（中外合作办学）、经济与金融（中外合作办学）、精算学（中外合作办学）、金融数学（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,566,13255,400,本二
2021,北京,西交利物浦大学,本科批,物理必选,电子信息类（中外合作办学）（88000元，含计算机科学与技术（中外合作办学）、电子科学与技术（中外合作办学）、电气工程及其自动化（中外合作办学）、通信工程（中外合作办学）、信息与计算科学（中外合作办学）、数字媒体技术（中外合作办学）、工业设计（中外合作办学）、机械电子工程（中外合作办学）、信息管理与信息系统（中外合作办学）、智能制造工程（中外合作办学）、机器人工程（中外合作办学）、物联网工程（中外合作办学）、微电子科学与工程（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,566,13255,400,本二
2021,北京,西交利物浦大学,本科批,不限,工商管理类（中外合作办学）（88000元，含会计学（中外合作办学）、工商管理（中外合作办学）、人力资源管理（中外合作办学）、国际商务（中外合作办学）、市场营销（中外合作办学）、供应链管理（中外合作办学））（专业课全英文授课，报考须查阅该校招生章程）（中外合作办学）,564,13576,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,智慧健康养老服务与管理（生物合格，信息技术合格）,210,1069,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,公共事务管理（劳动关系）（政治合格，信息技术合格）,200,1357,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,安全技术与管理（燃气集团定向培养）（物理合格，通用技术合格）,190,1598,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,人工智能技术应用（京东AI+方向）（物理合格，信息技术合格）,180,1830,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,机电一体化技术（自来水集团定向培养）（物理合格，信息技术合格）,170,2006,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,飞机机电设备维修（物理合格，通用技术合格）,150,2306,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,现代家政服务与管理（家政培训师、家政经理人）（历史合格，政治合格）,136,2500,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,劳动与社会保障（历史合格，信息技术合格）,136,2500,400,本二
2021,北京,北京劳动保障职业学院,专科批,不限,人力资源管理（政治合格，信息技术合格）,136,2500,400,本二
2021,北京,燕京理工学院,本科批,不限,法学（20000元）,445,32161,400,本二
2021,北京,燕京理工学院,本科批,物理必选,计算机科学与技术（22000元）,431,33758,400,本二
2021,北京,北京中医药大学东方学院,本科批,物/化/生(3选1),中药学（学费待定）（办学地点渤海校区）,495,24984,400,本二
2021,北京,北京中医药大学东方学院,本科批,物/化/生(3选1),针灸推拿学（五年制）（学费待定）（办学地点渤海校区）,465,29464,400,本二
2021,北京,北京中医药大学东方学院,本科批,物/化/生(3选1),医学检验技术（学费待定）（办学地点渤海校区）,456,30746,400,本二
2021,北京,北京中医药大学东方学院,本科批,物/化/生(3选1),中西医临床医学（五年制）（学费待定）（办学地点渤海校区）,455,30888,400,本二
2021,北京,北京中医药大学东方学院,本科批,物/化/生(3选1),中医学（五年制）（学费待定）（办学地点渤海校区）,450,31535,400,本二
2021,北京,北京中医药大学东方学院,本科批,不限,护理学（学费待定）（办学地点渤海校区）,445,32161,400,本二
2021,北京,北京中医药大学东方学院,本科批,不限,工商管理类（15000元）（含会计学、财务管理；办学地点主校区）,424,34535,400,本二
2021,北京,长春建筑学院,本科批,物/史/地(3选1),城乡规划,448,42347,400,本二
2021,北京,长春建筑学院,本科批,物/史/地(3选1),建筑学,455,41099,400,本二
2021,北京,长春建筑学院,本科批,物理必选,物联网工程,460,40206,400,本二
2021,北京,长春建筑学院,本科批,物理必选,数据科学与大数据技术,453,41450,400,本二
2021,北京,长春建筑学院,专科批,不限,城市轨道车辆应用技术（物理合格，信息技术合格）,190,1598,400,本二
2021,北京,南开大学滨海学院,本科批,物理必选,计算机类,476,31587,400,本二
2021,北京,南开大学滨海学院,本科批,不限,商务英语,475,31738,400,本二
2021,北京,南开大学滨海学院,本科批,不限,法学,475,31738,400,本二
2021,北京,南开大学滨海学院,本科批,不限,金融学类,475,31738,400,本二
2021,北京,石家庄医学高等专科学校,专科批,不限,中医学,194,1508,400,本二
2021,北京,石家庄医学高等专科学校,专科批,不限,口腔医学,169,2029,400,本二
2021,北京,珠海科技学院,本科批,不限,英语（26000元）,425,34405,400,本二
2021,北京,珠海科技学院,本科批,物理必选,计算机科学与技术（26000元）,424,34535,400,本二
2021,北京,珠海科技学院,本科批,物理/地理(2选1),城乡规划（五年制）（26000元，入学后组织美术加试，加试成绩不合格者酌情调整到其他专业学习）,424,34535,400,本二
2021,北京,珠海科技学院,本科批,不限,金融学（26000元）,422,34729,400,本二
2021,北京,珠海科技学院,本科批,不限,广告学（26000元）,418,35126,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,财务管理（49800元，该专业学生入校后可选择学院提供的海外合作院校双学位和本硕直通项目）（中外合作办学）,385,38222,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,酒店管理（国际课程班）（59800元，该专业设置雅思为专业必修课，核心课程全英文授课。该班所有学生均有一次免费海外游学机会并可自主选择与海外合作院校双学位和本硕直通项目）（中外合作办学）,384,38222,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,市场营销（49800元，该专业学生入校后可选择学院提供的海外合作院校双学位和本硕直通项目）（中外合作办学）,380,38222,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,健康服务与管理（49800元，该专业与日本帝京科学大学合作开设，可申请获得两校双学位（有日语基础者同等条件下优先录取））（中外合作办学）,379,38837,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,酒店管理（49800元，该专业学生入校后可选择学院提供的海外合作院校双学位和本硕直通项目）（中外合作办学）,377,38837,400,本二
2021,北京,北京第二外国语学院中瑞酒店管理学院,本科批,不限,人力资源管理（49800元，该专业学生入校后可选择学院提供的海外合作院校双学位和本硕直通项目）（中外合作办学）,370,38837,400,本二
2021,北京,哈尔滨工业大学（威海）,本科批,物理必选,工科试验班（先进材料与智能制造类拔尖班）,640,3925,400,本二
2021,北京,哈尔滨工业大学（威海）,本科批,物理必选,软件工程,640,3925,400,本二
2021,北京,哈尔滨工业大学（威海）,本科批,物理必选,工科试验班（计算机与电子通信）,641,3816,400,本二
2021,北京,哈尔滨工业大学（威海）,本科批,物理必选,工科试验班（电气与自动化）,639,4070,400,本二
2021,北京,沧州交通学院,本科批,不限,物流管理,468,38695,400,本二
2021,北京,沧州交通学院,本科批,不限,工商管理,466,39075,400,本二
2021,北京,沧州交通学院,本科批,物理必选,轨道交通信号与控制,464,39435,400,本二
2021,北京,沧州交通学院,本科批,物理必选,数据科学与大数据技术,465,39258,400,本二
2021,北京,沧州交通学院,本科批,物理必选,计算机科学与技术,462,39830,400,本二
2021,北京,重庆城市科技学院,本科批,物/化/生(3选1),城乡规划（五年制）,441,36745,400,本二
2021,北京,重庆城市科技学院,本科批,物/化/生(3选1),建筑学（五年制）,441,36745,400,本二
2021,北京,重庆城市科技学院,本科批,物理必选,土木工程,441,36745,400,本二
2021,北京,重庆城市科技学院,专科批,不限,计算机类（物理合格，政治合格）,199,1385,400,本二
2021,北京,重庆城市科技学院,专科批,,铁道机车,150,34256,400,本二
2021,北京,重庆城市科技学院,专科批,,铁道机车,150,34256,400,本二
2021,北京,河南城建学院,本科批,物/史/地(3选1),建筑学,474,37495,400,本二
2021,北京,河南城建学院,本科批,物理必选,土木工程,468,38695,400,本二
2021,北京,河北东方学院,本科批,物理必选,软件工程（17000元）,445,32161,400,本二
2021,北京,河北东方学院,本科批,不限,财务管理（15000元）,430,33872,400,本二
2021,北京,大连财经学院,本科批,不限,汉语言,479,36441,400,本二
2021,北京,大连财经学院,本科批,不限,法学,471,38122,400,本二
2021,北京,大连财经学院,本科批,不限,金融学,472,37912,400,本二
2021,北京,大连财经学院,本科批,不限,会计学,485,35181,400,本二
2021,北京,大连财经学院,本科批,物理必选,大数据管理与应用,450,41981,400,本二
2021,北京,河北医科大学临床学院,本科批,化学、生物(2科必选),临床医学（五年制）,481,29265,400,本二
2021,北京,河北医科大学临床学院,本科批,不限,护理学,474,30397,400,本二
2021,北京,河北医科大学临床学院,本科批,化学、生物(2科必选),医学检验技术,466,31647,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,物理必选,机械设计制造及其自动化,463,32157,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,不限,会计学,461,32455,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,物理必选,电气工程及其自动化,458,32930,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,物理必选,自动化,456,33233,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,物理必选,工程管理,455,33395,400,本二
2021,北京,石家庄铁道大学四方学院,本科批,物理必选,土木工程,455,33395,400,本二
2021,北京,燕山大学里仁学院,本科批,物理必选,通信工程（10000元）,439,32877,400,本二
2021,北京,燕山大学里仁学院,本科批,物理必选,电子信息工程（10000元）,438,32983,400,本二
2021,北京,河北工程大学科信学院,本科批,物理/化学(2选1),水利水电工程（10000元）,441,32640,400,本二
2021,北京,河北工程大学科信学院,本科批,不限,国际经济与贸易（10000元）,436,33197,400,本二
2021,北京,河北工程大学科信学院,本科批,物理必选,电气工程及其自动化（10000元）,435,33296,400,本二
2021,北京,河北工程大学科信学院,本科批,物理必选,土木工程（10000元）,427,34193,400,本二
2021,北京,河北工程大学科信学院,专科批,,大数据技术与应用,120,33701,400,本二
2021,北京,天津仁爱学院,本科批,物理/历史(2选1),建筑学（五年制）,462,32311,400,本二
2021,北京,天津仁爱学院,本科批,物理必选,自动化,454,33549,400,本二
2021,北京,天津仁爱学院,本科批,物理必选,计算机科学与技术（中软国际华为云学院大数据技术与应用特色班）,449,34260,400,本二
2021,北京,天津仁爱学院,本科批,物理必选,物联网工程（科大讯飞智能物联）,445,34814,400,本二
2021,北京,天津仁爱学院,本科批,物理必选,通信工程,443,35075,400,本二
2021,北京,吉林工商学院,本科批,不限,会计学,479,36441,400,本二
2021,北京,吉林工商学院,本科批,不限,资产评估,478,36667,400,本二
2021,北京,吉林工商学院,本科批,不限,金融学,480,36227,400,本二
2021,北京,长春医学高等专科学校,专科批,不限,口腔医学,227,2029,400,本二
2021,北京,长春医学高等专科学校,专科批,不限,临床医学,187,3557,400,本二
2021,北京,长春医学高等专科学校,本科批,物理必选,土木工程,445,42878,400,本二
2021,北京,长春医学高等专科学校,本科批,不限,汉语言文学,469,38490,400,本二
2021,北京,吕梁学院,本科批,史/政/地(3选1),新闻学,480,36227,400,本二
2021,北京,吕梁学院,本科批,物/史/地(3选1),建筑学,475,37291,400,本二
2021,北京,吕梁学院,本科批,物理必选,软件工程,475,37291,400,本二
2021,北京,吕梁学院,专科批,不限,医学影像技术,157,5915,400,本二
2021,北京,山西工程科技职业大学,本科批,物理必选,电子信息科学与技术,456,34718,400,本二
2021,北京,山西工程科技职业大学,本科批,不限,汉语国际教育,451,35438,400,本二
2021,北京,山西工程科技职业大学,本科批,不限,财务管理,451,35438,400,本二
2021,北京,沈阳工学院,本科批,物/化/生(3选1),动物医学（五年制）（26000元）,409,35981,400,本二
2021,北京,沈阳工学院,本科批,物理必选,城市地下空间工程（26000元）,377,38837,400,本二
2021,北京,沈阳工学院,专科批,不限,应用英语（历史合格，政治合格）,184,1746,400,本二
2021,北京,桂林航天工业学院,本科批,物理/化学(2选1),能源与动力工程,491,33888,400,本二
2021,北京,桂林航天工业学院,本科批,物理必选,通信工程,476,37109,400,本二
2021,北京,桂林航天工业学院,本科批,物理必选,机械设计制造及其自动化,482,35843,400,本二
2021,北京,桂林航天工业学院,本科批,不限,汉语国际教育,471,38122,400,本二
